track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,Selena Gomez,93,3tBkjgxDqAwss76O1YHsSY,Lose You To Love Me,2019-10-23,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.505,0.34,4,-9.005,1,0.0438,0.576,0,0.21,0.0916,101.993,206459
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,Ed Sheeran,84,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),2014-06-21,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.614,0.379,4,-10.48,1,0.0476,0.607,4.64e-4,0.0986,0.201,107.989,258987
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,The Chainsmokers,81,2SByipSK8eZ2pasaIwwzhf,Don't Let Me Down,2016-02-05,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373
1iQDltZqI7BXnHrFy4Qo1k,Trampoline (with ZAYN),SHAED,90,5QqqBZmdQmY1MvlnpBkagB,Trampoline (with ZAYN),2019-09-26,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,184280
1iSqfoUFnQwV0QW1EfUit8,Suicidal,YNW Melly,90,5xq6RMHNIBA73qld03dR6V,Melly vs. Melvin,2019-11-22,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.736,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.005,222997
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,ZAYN,81,5l5gR4rh26QI3fijGFTDrp,Dusk Till Dawn (Radio Edit),2017-09-07,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-6,0.106,0.0967,180.043,239000
1JRK7srBWUtAW7dPabKBwJ,Teeth,5 Seconds of Summer,80,6JdZip7wqJcGYtYDnzpp8T,Teeth,2019-08-21,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.755,0.448,3,-2.993,0,0.0405,0.0508,3.87e-6,0.11,0.431,139.028,204887
1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,83,5W9OT0a5iZlBr83a9WMKFY,Synchronicity (Remastered 2003),1983-06-17,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920
1LiN0Z98FkR1t0m8KmLcAH,Amanece,Anuel AA,80,464FQ8gr0oKlQ1a0TCK4Yj,Amanece,2018-12-14,Trap 2020 🔥,37DFLy7lqF3qiR99Ss2ZGR,rap,trap,0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005
1LIqNVhaIgxXUt2eVoIQJ3,HP,Maluma,83,3YIUNL7qFE8NP3X3zaYSND,11:11,2019-05-17,Tusa - Karol G | China - Anuel AA | Estrenos Reggaeton y Música Urbana 2019,0T47pLnihK4xB8Bk9IQ0Dv,latin,reggaeton,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-6,0.188,0.618,91.98,184436
1lOe9qE0vR9zwWQAOk6CoO,Ransom,Lil Tecca,90,1I6FpscJIfwf4T56VxGVsB,We Love You Tecca,2019-08-30,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131240
1M4qEo4HE3PRaCOM7EXNJq,Adore You,Harry Styles,91,5SL9nXZYZZl68bHwaM8uLa,Adore You,2019-12-06,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-6,0.102,0.569,99.048,207133
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk,80,2Q9oTK48eb85waX1fFJsvj,The Truth About Love,2012-09-18,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.778,0.547,2,-7.273,1,0.0489,0.346,3.02e-4,0.132,0.441,95.002,242733
1mpD5Q8IM32I4bF6eCpU74,Up All Night,Khalid,87,2pSH41L4EXqhGHyTjM2dA2,Up All Night,2019-11-14,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220
1ndyl3wJCFs872XZ3ztPk6,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,86,71uU1JDWZ61OMDtW8h1Kp8,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]",2019-09-06,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.743,0.709,3,-3.922,0,0.0879,0.0451,5.18e-6,0.0809,0.831,170.001,258600
1nocRtwyNPVtGcIJqfgdzZ,Tutu,Camilo,88,6xu5asYeoMIT5Sa5b1P13q,Tutu,2019-08-09,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.731,0.832,9,-2.592,1,0.0503,0.273,0,0.0665,0.94,146.013,178613
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila Cabello,84,2vD3zSQr8hNlg0obNel4TE,Camila,2018-01-12,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-5,0.132,0.394,104.988,217307
1RGasjWLZ4qMN7wbtkLa3u,my boy,Billie Eilish,80,7fRrTyKvE4Skh93v97gtcU,dont smile at me,2017-12-22,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.692,0.394,11,-8.745,0,0.207,0.472,1.91e-4,0.117,0.324,89.936,170852
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,86,6ApYSpXF8GxZAgBTHDzYge,Pray for the Wicked,2018-06-22,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947
1sviDBcAqVOxMXq4xITVEs,Que Calor (feat. J Balvin & El Alfa),Major Lazer,84,2epUYHJteejHG4trbc8drd,Que Calor (feat. J Balvin & El Alfa),2019-09-11,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.795,0.885,8,-4.13,1,0.0713,0.0375,0.00638,0.292,0.46,126.037,169998
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,81,5jNDWA19BJbE24x1UUJGRY,Sweet Dreams (Are Made Of This),1983-01-21,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.692,0.711,0,-7.498,0,0.0317,0.227,0,0.12,0.875,125.135,216933
1ThmUihH9dF8EV08ku5AXN,Faucet Failure,Ski Mask The Slump God,82,0z0z4DcXhHiobX5ZKAw8Qn,STOKELEY,2018-11-30,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.935,0.552,10,-9.373,0,0.335,0.111,0,0.0952,0.615,99.993,145627
1tNJrcVe6gwLEiZCtprs1u,3 Nights,Dominic Fike,86,1DNx0H5ZX1ax3yyRwtgT4S,"Don't Forget About Me, Demos",2018-10-16,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,177667
1ToprX3cpBiXoAe5eNSk74,Eleven,Khalid,83,66o9dDjDduf6jpvZKzAXm4,Eleven,2020-01-09,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361
1tpbAGsGpZee5jDHMcLrUJ,Bellaquita,Dalex,82,3RWeME5ryDw9wxO99OoDgP,Bellaquita,2019-09-06,Trap 2020 🔥,37DFLy7lqF3qiR99Ss2ZGR,rap,trap,0.584,0.698,8,-3.961,1,0.106,0.09,6.87e-5,0.171,0.765,166.047,204787
1uryupl9hqVZYurJwH4G9k,3 Batidas - Ao Vivo,Guilherme & Benuto,82,2s2XNO2C38JP3NVOp8zkm4,3 Batidas (Ao Vivo),2019-08-16,Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas,5HmZtuuIDMtIy21kylqhx6,edm,pop edm,0.552,0.709,8,-5.435,1,0.129,0.611,0,0.763,0.528,117.582,157186
1VJwtWR6z7SpZRwipI12be,Candy,Doja Cat,85,54tInqO543zy0Y5F2VsUQI,Amala,2018-03-30,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.689,0.516,8,-5.857,1,0.0444,0.513,0,0.163,0.209,124.876,190920
1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,85,3r5hf3Cj3EMh1C2saQ8jyt,Hoodie SZN,2018-12-21,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189487
1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,83,7l6fTSFvlumnPFpOSrbnDV,I Like Me Better,2017-05-19,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-6,0.104,0.419,91.97,197437
1Xnn1TPyr5h0hpRAT4B4EA,Bellaquita - Remix,Dalex,87,5dXeJdc2hib8JB3Vqon2zB,Bellaquita (Remix),2019-11-22,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-6,0.179,0.758,165.941,304733
1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,Sheck Wes,82,15Id9Jrqab8IwHFirdrrLp,MUDBOY,2018-10-05,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907
1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,85,33pt9HBdGlAbRGBHQgsZsU,Evolve,2017-06-23,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,83,40GMAhriYJRO1rsY4YdrZb,Views,2016-05-06,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987
1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,88,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,Fresh Essentials,4RFszTXlSMZFgpqIJS3754,r&b,hip pop,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-6,0.089,0.0592,110.011,240133
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,98,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,80,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness,2015-08-28,Post-teen pop,2KyjkYsSsC1UR75b0m98vd,pop,post-teen pop,0.705,0.769,9,-5.526,0,0.0426,0.112,0,0.105,0.59,107.939,213520
22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,87,1Uf67JAtkVWfdydzFFqNF2,Happiness Begins,2019-06-07,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,83,62U7xIHcID94o20Of5ea4D,Toto IV,1982-04-08,The Sound of Album Rock,3yj9YnQGTdnFuKbDyXGDi6,rock,album rock,0.671,0.373,9,-18.064,1,0.0323,0.257,7.95e-5,0.0481,0.732,92.717,295893
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,80,1FOJ5IXGXe8dl0cXvCU6wK,In the Name of Love,2016-07-29,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707
24nK8tW7Pt3Inh2utttuoG,HIP,Mamamoo,81,7CucpzwxAZ6kHmctI9eo4X,reality in BLACK,2019-11-14,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-5,0.0956,0.824,138.032,195307
24Yi9hE78yPEbZ4kxyoXAI,Roses - Imanbek Remix,SAINt JHN,88,3GqSdhWjmMypMwPLtzoFYs,Roses (Imanbek Remix),2019-10-09,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0105,0.353,0.898,121.974,176840
25sgk305KZfyuqVBQIahim,Sweet but Psycho,Ava Max,87,7CdLU3GgPy1PH5FVsrPlyA,Sweet but Psycho,2018-08-17,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436
25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,J Balvin,86,6ylFfzx32ICw4L1A7YWNLN,OASIS,2019-06-28,Trap 2020 🔥,37DFLy7lqF3qiR99Ss2ZGR,rap,trap,0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603,222347
26Qhn2T88XqVinXQpmSarj,Atrévete,Nicky Jam,81,1CYQlkKE5Q0khU6eMwVAVt,Intimo,2019-11-01,Latest Latin American Hits 2020,51LvliKED7oZNJR8XCiPip,latin,latin hip hop,0.552,0.675,11,-3.824,1,0.297,0.311,0,0.119,0.586,183.785,198320
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,92,6tkjU4Umpo79wwkgPMV3nZ,Goodbye & Good Riddance,2018-12-10,Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs,3xMQTDLOIGvj3lWH5e5x6F,r&b,hip pop,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836
2b8fOow8UzyDFAE27YhOZM,Memories,Maroon 5,98,3nR9B40hYLKLcR0Eph3Goc,Memories,2019-09-20,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486
2B94bbI1a4LyBpK1439oP7,Cuerpo en Venta,Noriel,83,2JRundp5dldujo6pVchZco,Cuerpo en Venta,2019-08-09,Mansión Reggaetón,37i9dQZF1DWZjqjZMudx9T,latin,reggaeton,0.696,0.601,11,-5.749,1,0.302,0.161,0,0.0974,0.408,91.924,254413
2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,83,7lPoGKpCGgdKFAxpudhAH5,Speak Your Mind (Deluxe),2018-04-27,Intro to Post-Teen Pop,6o6MNYZqHSkMAKcCHPNu7K,pop,post-teen pop,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,186987
2bPtwnrpFNEe8N7Q85kLHw,Combatchy (feat. MC Rebecca),Anitta,85,4YQQS1DM9JskregbISv1dq,Combatchy (feat. MC Rebecca),2019-11-20,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,0.826,0.73,1,-3.032,1,0.0809,0.383,3.74e-4,0.0197,0.605,150.134,157600
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,80,6jWde94ln40epKIQCd8XUh,Toxicity,2001-09-04,SNZB PERMANENT WAVE,6CgjYkPIWTxJi8RtPcki02,rock,permanent wave,0.419,0.934,7,-3.908,0,0.12,2.78e-4,0.0015,0.132,0.286,127.288,210240
2dpaYNEQHiRxtZbfNsse99,Happier,Marshmello,89,78EicdHZr5XBWD7llEZ1Jh,Happier,2018-08-17,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290
2dy3TKVDEbIeWxeIb8JWqZ,La Mejor Versión de Mi - Remix,Natti Natasha,80,0OChMQnL4dpFZQH93uPb1d,La Mejor Versión de Mi (Remix),2019-10-04,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.735,0.712,11,-5.119,0,0.0326,0.732,0,0.302,0.894,131.938,229333
2Ec33AVlkTTq8BHFgBTdQs,Futsal Shuffle 2020,Lil Uzi Vert,91,4uTOUYhLrGRKkfxfPKTkuy,Futsal Shuffle 2020,2019-12-12,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.881,0.457,7,-8.191,0,0.156,0.0327,0,0.231,0.296,136.97,198913
2EEmzqzM70CybVspgM7YRT,La Boca - Remix,Mau y Ricky,82,5LiT3OZKgkgEeInFxUEObJ,La Boca (Remix),2019-07-17,LATIN POP 2020 🔥 Pop latino actual,2kKzN3kRYDzBctlaWs7CP2,latin,latin pop,0.691,0.773,11,-3.812,0,0.0355,0.236,0,0.329,0.85,92.992,188468
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,83,01sfgrNbnnPUEyz6GZYlt9,Dua Lipa (Deluxe),2017-06-02,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-5,0.153,0.608,116.073,209320
2fQrGHiQOvpL9UgPvtYy6G,Bank Account,21 Savage,80,4QUNWTw2FsIz722xjUjFJw,Issa Album,2017-09-23,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-6,0.0871,0.376,75.016,220307
2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered,Queen,81,6reTSIf5MoBco62rk8T7Q1,Hot Space (2011 Remaster),1982-05-03,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,248440
2FvD20Z8aoWIePi7PoN8sG,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,86,1NsTSXjVNE7XmZ8PmyW0wl,KIRK,2019-09-27,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-6,0.0916,0.542,160.004,136366
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,95,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,83,1ATL5GLyefJaxhQzSPVrLX,Scorpion,2018-06-29,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-5,0.396,0.35,91.03,217925
2GdxQw8NwoeH8tKySg6nym,Torn,Ava Max,81,6a6Dy4LaFvh43Ed5lomDEd,Torn,2019-08-19,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.664,0.831,2,-4.472,0,0.0435,0.111,1.42e-6,0.0596,0.696,125.058,198006
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,83,2wiPF3m0ylst0JSk1IvZL8,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107
2gwkD6igEhQbDQegRCcdoB,Suge,DaBaby,87,0O1PJ0t69iTO5yWrIeIga0,Baby On Baby,2019-03-01,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Meek Mill,85,6UYZEYjpN1DYRW0kqFy9ZE,Championships,2018-11-30,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522
2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,84,2D0Hi3Jj6RFnpWDcSa0Otu,Youngblood (Deluxe),2018-06-15,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418
2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,80,2Auw0pTT6EcQdvHNimhLQI,V,2015-05-15,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493
2IZZqH4K02UIYg5EohpNHF,Zombie,The Cranberries,80,5GugLrmYMl5VRoe2zNgLGp,No Need To Argue,1994-10-03,The Cranberries Best Of,4E3K9oQgvLcKEz0wgBBXxD,rock,album rock,0.307,0.635,7,-8.957,1,0.0339,0.0155,0.00486,0.366,0.305,166.978,306427
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,86,3XzSOIE6zGLliuqsVGLmUc,MIDDLE CHILD,2019-01-23,Hip-Hop Favourites,37i9dQZF1DX48TTZL62Yht,rap,hip hop,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),Wiz Khalifa,80,5FXIqS1XqbpfOKNoi5VUwS,See You Again (feat. Charlie Puth),2015,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-6,0.0649,0.283,80.025,229526
2kJwzbxV2ppxnQoYw4GLBZ,If The World Was Ending (feat. Julia Michaels),JP Saxe,88,7BrlhEO8dHiNmU8A1Ep9RZ,If The World Was Ending (feat. Julia Michaels),2019-10-17,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,208687
2ksOAxtIxY8yElEWw8RhgK,China,Anuel AA,93,1PTTAq0OxggVgqP5WTYWDh,China,2019-07-19,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.786,0.808,7,-3.702,1,0.0882,0.0846,2.89e-4,0.0822,0.609,105.027,301714
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,81,4Gfnly5CzMJQqkUFfoHaP3,Meteora,2003-03-24,Permanent Wave,2ExyzXAbukW7I8bDqdGvPB,rock,permanent wave,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,185587
2pWOMNQJW3g2zmGjP0Vkb0,Whine Up,Nicky Jam,90,1CYQlkKE5Q0khU6eMwVAVt,Intimo,2019-11-01,Todo Reggaeton,4csIMGPI3aGo3Xy7WG8jBi,latin,reggaeton,0.817,0.665,9,-6.224,0,0.0758,0.0549,0,0.103,0.662,104.957,215460
2qG5sZ7Si6sdK74qLxedYM,Con Altura,ROSALÍA,87,4bxHLppgdmaYJk0yfdcP0l,Con Altura,2019-03-28,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,81,4xkM0BwLM9H2IUcbYzpcBI,I Love You.,2013-04-19,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,85,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,2019-10-25,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.529,0.9,1,-3.503,1,0.418,2.48e-4,1.21e-5,0.0426,0.434,180.291,104591
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,Ariana Grande,83,3tx8gQqWbGwqIGZHqDNrGe,Sweetener,2018-08-17,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-6,0.294,0.354,121.993,205920
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Alec Benjamin,86,6jKZplJpy21R5lHaYHHjmZ,Narrated For You,2018-11-16,urban contemporary,4WiB26kw0INKwbzfb5M6Tv,r&b,urban contemporary,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354
2RaKlveGCllSaXloN8kmzV,Alien,RIN,80,7FzVARL5hF1iZPpOTCyMpp,Nimmerland,2019-12-06,Modus Mio,37i9dQZF1DX36edUJpD76c,rap,hip hop,0.835,0.601,6,-6.411,1,0.0562,0.298,0,0.111,0.853,137.998,208947
2rc7BkzO8qepMFAxHtOrXc,Blanco,J Balvin,88,5mcUbpuVL0i5q4cECQ6cV4,Blanco,2019-11-15,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.87,0.706,9,-5.395,0,0.126,0.0253,0.0063,0.0872,0.593,100.013,145800
