w1_hid,w1_pid,sex,age,slequal_OT,SDweek_OT,lfsat_OT,wstress_OT,happy_OT,health_OT,wellbe_OT,wave,educ_kat,estat,deti5_OT,hincome_6,jetlag_OT
100007427,10000742703,2,19,2,7.464285714285714,4,0,3,3,1.6666666666666667,3,2,3,0,3,2.375
100001941,10000194103,1,18,3,7.5,9,NA,8,3,3.3333333333333335,3,1,3,0,3,0.25
100001784,10000178401,1,52,4,7.095238095238096,7,0.6666666666666666,8,4,3.3333333333333335,3,3,0,0,NA,0.4583333432674408
100003214,10000321402,2,46,3,7.440476190476191,9,0.6666666666666666,9,3,5,3,2,0,0,6,2.625
100008763,10000876301,1,60,3,7.166666666666667,8,0,8,3,4.666666666666667,3,3,1,0,6,0.5
100009432,10000943202,1,76,3,10,9,NA,9,2,4,3,1,4,0,2,1
100006929,10000692902,1,38,2,8.821428571428571,5,NA,4,1,2.6666666666666665,3,3,2,1,3,0.25
100003174,10000317401,1,83,3,8.5,8,NA,6,2,3,3,1,4,0,2,0.25
100001911,10000191101,2,55,3,7,8,0,6,3,4,3,3,0,0,6,0
100004989,10000498901,2,19,3,7.678571428571428,6,0,6,3,5,3,2,3,0,5,0.75
100002778,10000277801,1,56,3,6.8571428571428585,8,0,7,4,3.6666666666666665,3,2,0,0,5,2.625
100008628,10000862803,2,42,2,8.035714285714286,7,0,5,2,4,3,1,0,0,6,1.5
100006436,10000643604,1,39,4,5.5,5,0,5,5,4.666666666666667,3,1,0,0,NA,0
100008768,10000876801,2,22,2,7.571428571428571,8,0.3333333333333333,8,4,3.3333333333333335,3,2,0,0,6,1
100005554,10000555401,1,76,3,7,8,NA,9,2,5,3,2,4,0,2,1
100002473,10000247301,1,39,3,6.428571428571428,2,0.3333333333333333,8,4,4,3,2,0,1,6,0.125
100008773,10000877301,2,60,3,7.821428571428572,5,0,5,3,4.666666666666667,3,1,4,0,5,1.625
100004816,10000481601,2,39,3,6.071428571428571,8,0,8,2,4.666666666666667,3,2,0,0,5,2
100006237,10000623702,2,24,4,7.809523809523808,9,0,9,4,5.333333333333333,3,3,0,0,3,0.75
100004237,10000423702,2,63,2,9.5,9,NA,9,2,3.6666666666666665,3,3,4,0,3,0.25
100008772,10000877201,1,69,3,8,7,NA,7,3,4.666666666666667,3,2,4,0,2,0
100006883,10000688303,1,22,4,8.11904761904762,9,0,9,5,4.666666666666667,3,2,0,0,5,1
100001866,10000186601,1,75,3,5.5,8,NA,8,3,5.333333333333333,3,2,4,0,5,0.75
100004652,10000465202,1,30,4,8.11904761904762,10,0,9,4,5.666666666666667,3,2,0,0,3,1
100008822,10000882201,2,43,3,7.071428571428572,8,0.3333333333333333,8,3,4.666666666666667,3,3,0,0,6,0.75
100007824,10000782402,2,43,3,8.726190476190476,9,0,9,3,4,3,1,0,0,5,0.8333333134651184
100008789,10000878901,1,30,3,7,8,0,8,4,4.333333333333333,3,2,0,2,4,0
100002543,10000254301,1,28,3,7.5,3,0.3333333333333333,3,3,2,3,3,0,1,5,0.75
100008789,10000878902,2,29,4,7.5,8,0,9,5,4.333333333333333,3,2,5,2,4,0
100002244,10000224401,2,36,3,6,7,0,7,3,4,3,1,0,0,1,0.5
100005474,10000547401,2,54,3,9.5,9,NA,10,4,4.666666666666667,3,2,2,1,3,0
100008839,10000883902,2,53,3,7.428571428571429,8,0,7,3,2.6666666666666665,3,2,0,0,6,1.25
100002971,10000297101,1,61,2,6.5,10,NA,8,4,5.666666666666667,3,1,0,0,2,0
100008797,10000879701,1,33,4,7.7142857142857135,8,0.3333333333333333,8,4,5,3,2,0,1,5,1.9166666269302368
100006818,10000681802,2,18,3,8.154761904761905,5,0.3333333333333333,4,5,4,3,1,3,0,6,1.8333333730697632
100005452,10000545202,1,41,3,9,8,0.6666666666666666,7,2,3.6666666666666665,3,2,1,0,6,0.5
100006316,10000631602,1,49,3,7.309523809523808,7,0.6666666666666666,7,1,3.3333333333333335,3,1,0,0,6,2.5833332538604736
100001477,10000147701,1,62,3,6.916666666666666,9,0,9,5,5,3,3,0,0,3,1
100001222,10000122201,2,27,3,7.928571428571428,10,0,10,4,4.666666666666667,3,2,0,0,6,1.25
100008986,10000898601,2,36,3,7.452380952380952,8,0,7,4,4,3,3,0,2,6,0.2083333283662796
100007775,10000777501,2,75,2,8,8,NA,8,2,3.6666666666666665,3,3,4,0,2,0.125
100003452,10000345202,2,44,3,7.2142857142857135,5,0,7,3,3.6666666666666665,3,3,0,0,5,1.5
100001629,10000162904,1,19,3,7.416666666666667,2,NA,3,2,4,3,1,3,0,NA,1.2916666269302368
100008463,10000846302,2,27,3,8.416666666666666,2,0,8,4,4.666666666666667,3,2,0,1,6,0
100008427,10000842702,2,41,4,8.357142857142858,9,0.3333333333333333,9,4,4.666666666666667,3,1,0,0,6,4.5
100008819,10000881902,2,60,4,7.571428571428571,8,0,8,2,3.6666666666666665,3,2,1,0,5,0.125
100002238,10000223802,2,20,3,7,9,0,9,4,3.6666666666666665,3,2,3,0,3,0.5833333134651184
100002885,10000288501,1,69,3,10,6,NA,7,3,5,3,1,4,0,4,0
100003468,10000346802,2,39,3,7.3690476190476195,10,0,10,5,5.333333333333333,3,3,0,0,6,1.7083333730697632
100006459,10000645901,1,42,4,8.392857142857142,9,0,8,4,4,3,2,1,0,NA,0.75
100002959,10000295901,2,41,3,7,7,0,5,3,5,3,1,0,0,1,2.5
100007747,10000774702,2,62,3,8.571428571428571,8,NA,7,3,4,3,1,4,0,2,0.6666666865348816
100009329,10000932902,1,58,3,6.4642857142857135,6,0,7,3,3.3333333333333335,3,3,0,0,6,1.125
100003134,10000313401,2,76,3,8.833333333333334,8,NA,8,3,5,3,1,4,0,1,0
100008751,10000875103,1,24,3,5.083333333333333,9,0.3333333333333333,8,5,4.666666666666667,3,1,0,0,6,2.3333332538604736
100002236,10000223602,2,56,3,8.214285714285715,6,0.6666666666666666,4,3,3.3333333333333335,3,1,0,0,5,0.5
100008826,10000882602,1,35,4,7.202380952380952,8,0,9,4,5,3,2,0,1,3,1
100004852,10000485201,1,51,3,6.6428571428571415,8,0,6,3,4.666666666666667,3,1,0,0,4,2.75
100005132,10000513203,2,20,3,7.2857142857142865,5,0,5,4,4.333333333333333,3,2,3,0,4,3
100002232,10000223201,2,82,3,9.035714285714285,8,NA,8,3,3,3,2,4,0,1,0.25
100008836,10000883602,2,25,3,6.6428571428571415,9,NA,10,5,5,3,1,5,2,5,0.75
100002266,10000226601,2,60,3,8.166666666666666,9,NA,7,3,2,3,2,4,0,1,0.4166666567325592
100009499,10000949902,2,24,4,7.7857142857142865,9,0,9,4,5,3,2,0,1,6,0.75
100003759,10000375901,2,30,3,8.166666666666666,7,0.3333333333333333,6,3,5,3,2,5,1,4,1.4166666269302368
100007191,10000719101,1,57,3,6.035714285714286,9,0.3333333333333333,5,2,3.6666666666666665,3,3,0,0,5,1.375
100002115,10000211502,2,69,2,6.059523809523809,4,NA,4,2,3,3,1,4,0,1,0.125
100001851,10000185103,2,17,3,6.785714285714286,9,NA,8,5,3.6666666666666665,3,1,3,0,5,2.25
100001254,10000125401,2,38,3,7.416666666666667,8,NA,8,3,3.6666666666666665,3,3,5,2,4,0
100004611,10000461101,2,61,3,8,7,NA,8,4,5,3,1,4,0,2,0
100005542,10000554202,1,34,3,7.273809523809525,8,0,8,2,4,3,3,0,0,6,1.3666666746139526
100006191,10000619103,2,18,4,8.035714285714286,9,0,9,5,5.333333333333333,3,1,3,0,5,1.25
100008372,10000837202,1,61,2,5.75,8,NA,8,2,3.6666666666666665,3,1,4,0,3,0.5
100007851,10000785102,2,41,4,7,5,0,7,4,4.333333333333333,3,1,0,0,4,2.75
100002233,10000223301,2,57,3,6.785714285714286,8,0,8,4,4.666666666666667,3,3,1,1,NA,0.5
100004428,10000442801,2,54,3,7.357142857142858,8,0,5,4,3.3333333333333335,3,2,2,0,1,1.5
100004747,10000474701,2,42,1,8.5,4,NA,3,1,2.3333333333333335,3,2,0,0,2,0.5
100003811,10000381101,2,73,3,8,9,NA,8,3,5,3,3,4,0,2,0
100004151,10000415101,2,76,3,9.833333333333334,7,NA,8,2,5,3,2,4,0,1,0
100006561,10000656101,2,65,3,7.666666666666666,9,NA,8,3,5.333333333333333,3,2,4,0,3,0
100005699,10000569901,1,63,3,6.666666666666667,4,NA,4,2,2.6666666666666665,3,2,4,0,1,0
100006425,10000642501,2,63,3,9.833333333333334,5,NA,8,3,5,3,1,4,0,2,0
100003326,10000332602,1,72,4,13,10,NA,9,2,4.666666666666667,3,1,4,0,2,1
100005475,10000547501,1,64,2,5,8,NA,7,3,3,3,1,4,0,2,0.375
100008862,10000886203,1,27,2,6.392857142857142,5,0.3333333333333333,2,2,1.6666666666666667,3,3,1,0,6,0.75
100004812,10000481201,2,40,3,7.25,5,0,5,3,4.666666666666667,3,1,0,0,5,1.875
100008627,10000862701,2,74,3,8,7,0,7,2,4.666666666666667,3,2,4,0,1,0
100001158,10000115801,1,36,4,8.25,8,0.3333333333333333,8,4,4,3,3,1,0,6,1.875
100004592,10000459203,1,34,3,8.142857142857142,10,0.6666666666666666,8,4,5.666666666666667,3,1,0,0,3,1.75
100006445,10000644501,2,66,3,6,5,0,10,2,4.333333333333333,3,3,4,0,1,0
100003491,10000349101,2,24,3,5,7,0.3333333333333333,9,4,4.666666666666667,3,2,5,1,5,2
100007871,10000787101,2,53,2,6.6428571428571415,8,0.3333333333333333,8,4,4.333333333333333,3,3,0,0,6,1.25
100005472,10000547201,1,57,3,7,7,0,6,3,3.3333333333333335,3,1,1,0,4,1
100008821,10000882101,2,39,2,5.75,9,0,9,3,4,3,1,0,0,6,2.125
100008564,10000856401,2,44,3,6.9642857142857135,9,0.3333333333333333,9,2,4.333333333333333,3,2,0,0,6,1.625
100001786,10000178601,1,64,3,6.428571428571428,2,0.6666666666666666,5,4,3.3333333333333335,3,2,1,0,5,0.5
100008619,10000861901,2,50,3,7.857142857142858,8,0.3333333333333333,8,3,4,3,3,0,0,4,1.375
100009213,10000921304,2,73,3,8.5,7,NA,7,2,3.3333333333333335,3,2,4,0,6,0.5
100007278,10000727802,2,43,4,8.452380952380953,8,0.3333333333333333,8,5,3.6666666666666665,3,3,0,0,5,0.75
100004219,10000421901,1,31,4,8.488095238095239,8,0,8,5,4.666666666666667,3,3,1,0,3,0.5
100009295,10000929501,1,62,3,6.5,6,NA,7,2,3.6666666666666665,3,1,4,0,1,0.0833333358168602
100008452,10000845202,2,57,4,5.7142857142857135,9,NA,9,3,3.6666666666666665,3,1,2,0,2,2.25
100008444,10000844402,2,35,3,7.761904761904762,8,0,8,3,3,3,3,0,1,6,1.25
100009454,10000945401,1,45,4,7.357142857142858,9,0,8,4,3,3,3,0,0,5,0.875
100006277,10000627702,1,63,3,6.511904761904762,8,0,9,3,4,3,1,4,0,2,1.4583333730697632
100003787,10000378702,2,30,3,8.75,8,NA,9,4,4.666666666666667,3,3,5,2,4,0.0416666679084301
100006824,10000682402,2,38,3,6.6428571428571415,5,0.3333333333333333,4,3,4,3,1,0,0,1,1.625
100003388,10000338802,2,54,4,8.5,8,0,8,5,5,3,3,2,0,4,0.75
100002514,10000251401,1,78,3,6,6,NA,7,2,4.333333333333333,3,2,4,0,1,0.49166667461395264
100006825,10000682502,1,41,4,6.833333333333333,8,0.6666666666666666,8,4,3.6666666666666665,3,1,1,1,3,1.5416666269302368
100002222,10000222201,1,57,2,9.69047619047619,9,0.3333333333333333,9,4,4.333333333333333,3,2,1,0,NA,2.3333332538604736
100001763,10000176301,2,31,2,6.25,8,NA,8,4,3.6666666666666665,3,3,5,2,NA,0.25
100002163,10000216301,2,76,1,6.5,10,NA,8,2,4,3,1,4,0,1,0
100008248,10000824801,1,65,2,6.5,8,NA,8,4,4.333333333333333,3,2,4,0,3,0.5
100003792,10000379201,2,57,2,6.928571428571428,8,0,6,1,2.3333333333333335,3,2,4,0,NA,1.25
100005737,10000573701,1,74,3,7.5,7,NA,6,3,4.333333333333333,3,1,4,0,1,0
100006379,10000637904,2,15,3,6.714285714285714,8,0.3333333333333333,8,4,3.6666666666666665,3,1,3,0,6,1.25
100005878,10000587801,1,61,2,6,5,NA,5,2,4,3,2,4,0,3,0
100006858,10000685802,1,70,3,8,6,NA,5,1,1.6666666666666667,3,1,4,0,3,0.25
100005285,10000528501,2,36,3,8.5,10,NA,9,4,5,3,3,5,2,4,1
100007329,10000732902,2,53,3,7.0357142857142865,5,0.3333333333333333,6,2,4,3,1,0,0,3,1.9166666269302368
100009432,10000943201,2,73,2,8.833333333333334,8,NA,8,2,4,3,3,4,0,2,0.25
100003788,10000378801,1,70,3,9,9,NA,9,2,2.6666666666666665,3,1,4,0,3,0
100008912,10000891202,2,58,2,7.0357142857142865,5,NA,1,2,2.3333333333333335,3,1,4,0,2,0.0416666679084301
100005989,10000598902,1,65,3,7,6,NA,6,3,4,3,3,4,0,3,0
100002991,10000299101,2,34,3,7.5,8,0.6666666666666666,7,3,4,3,2,0,1,3,2.25
100008964,10000896401,2,36,3,7.571428571428571,8,0,10,3,4.666666666666667,3,3,0,2,5,0.375
100001395,10000139502,1,35,4,7.642857142857142,8,NA,8,2,4,3,1,0,0,4,0.75
100005241,10000524102,1,55,3,7,9,NA,9,4,4.666666666666667,3,2,2,0,NA,0.5
100002764,10000276402,1,24,3,9,5,NA,8,2,4,3,1,4,0,2,0.25
100002991,10000299102,1,37,3,8.142857142857142,6,0,6,3,3.3333333333333335,3,2,0,1,3,1.25
100001946,10000194601,1,74,2,6.2857142857142865,8,NA,8,2,4,3,1,4,0,2,0.5
100008739,10000873901,2,57,3,9,9,NA,8,3,5,3,1,0,0,3,0
100005489,10000548901,2,39,3,8.452380952380953,3,0.3333333333333333,4,1,3.3333333333333335,3,3,0,1,3,0.9583333134651184
100009219,10000921901,1,44,3,7.021428571428572,6,0.3333333333333333,7,2,3.6666666666666665,3,1,0,0,3,0.15000000596046448
100005432,10000543201,2,49,4,5.619047619047619,8,0.3333333333333333,8,3,4.333333333333333,3,3,0,0,6,4.25
100006389,10000638901,2,26,3,9.357142857142856,9,0.6666666666666666,9,4,5,3,3,0,0,5,2
100001589,10000158902,1,24,3,7.2857142857142865,8,0,8,4,3.6666666666666665,3,2,0,0,4,2.75
100004557,10000455701,2,28,3,8.5,7,NA,7,4,4,3,3,5,1,1,0
100004258,10000425801,2,55,1,7.333333333333334,2,1,3,2,2,3,3,0,0,5,2.3333332538604736
100002466,10000246602,2,33,3,7.107142857142858,9,0.3333333333333333,8,4,4.666666666666667,3,3,1,0,NA,1.625
100006675,10000667502,1,29,4,8.928571428571429,8,0,9,4,5.666666666666667,3,3,0,2,6,0.75
100008774,10000877401,1,58,3,7.416666666666667,8,NA,7,2,4.666666666666667,3,2,4,0,NA,1
100003818,10000381803,2,37,2,6.571428571428572,2,0,NA,4,5,3,2,0,1,NA,2
100008161,10000816104,1,22,3,7.7142857142857135,8,0,8,4,4.333333333333333,3,3,0,0,6,1.75
100008557,10000855701,1,70,3,9.416666666666666,9,NA,3,2,4,3,3,4,0,1,0.25
100002164,10000216401,2,67,2,6,7,NA,6,2,3,3,3,4,0,NA,0
100002195,10000219501,2,78,2,6,9,NA,8,3,4.333333333333333,3,2,4,0,1,0.5
100006124,10000612404,1,22,3,5.5357142857142865,8,0.3333333333333333,7,4,5,3,2,0,0,1,4.625
100005959,10000595902,1,38,3,5.6071428571428585,9,0.3333333333333333,9,4,2.6666666666666665,3,2,0,0,4,3
100005457,10000545702,1,55,3,9.107142857142858,8,0,8,4,4.333333333333333,3,2,0,0,3,0.625
100001293,10000129302,1,47,4,7.523809523809524,9,0,8,4,5,3,2,0,0,5,1.6666666269302368
100006294,10000629402,1,35,4,7.761904761904762,5,0.3333333333333333,7,4,4.333333333333333,3,2,0,1,5,0.625
100004355,10000435501,2,53,2,6.178571428571428,6,0.3333333333333333,7,2,2.6666666666666665,3,3,0,0,4,0.875
100006743,10000674301,2,63,2,8.5,10,NA,7,2,4,3,1,4,0,1,0
100008964,10000896402,1,35,3,6.833333333333333,9,0,9,5,5,3,3,0,2,5,0.2916666567325592
100008422,10000842202,1,65,3,6.8571428571428585,9,0,9,3,3.3333333333333335,3,2,4,0,6,0.25
100009129,10000912901,2,57,3,7.857142857142858,5,0,5,3,2.6666666666666665,3,2,4,0,6,0.75
100003818,10000381804,1,34,4,5.928571428571428,3,0,8,4,2.6666666666666665,3,1,0,1,NA,1.75
100001576,10000157601,2,45,3,7.476190476190476,9,0,8,4,4,3,2,0,0,6,1.9166666269302368
100008967,10000896701,2,30,4,6.035714285714286,8,0,8,4,4.333333333333333,3,3,5,2,5,0.625
100006818,10000681803,1,42,3,6.357142857142858,7,0,7,3,3.3333333333333335,3,2,0,0,6,0.9583333134651184
100008969,10000896901,1,29,3,6.519047619047619,8,0.3333333333333333,8,4,4.333333333333333,3,3,0,1,4,0.5
100004795,10000479503,1,42,4,7.428571428571429,9,0.6666666666666666,8,3,4,3,1,0,0,4,3.5
100008978,10000897801,2,76,3,7.428571428571429,7,NA,6,2,4.333333333333333,3,2,4,0,4,0.5
100002197,10000219701,2,48,2,6.5,7,0.3333333333333333,7,3,4,3,1,2,0,1,1.75
100008982,10000898201,1,59,4,8,5,NA,5,1,2.6666666666666665,3,1,2,0,2,0.9333333373069763
100006762,10000676201,2,41,3,8.785714285714286,8,0,7,3,2.3333333333333335,3,1,0,0,4,1
100004188,10000418801,1,59,4,7.75,6,NA,8,3,4.333333333333333,3,2,4,0,4,1
100001923,10000192303,1,36,4,8.035714285714286,9,0,8,4,3,3,3,1,0,6,0.625
100005915,10000591502,2,30,3,7.428571428571429,7,0,5,3,4,3,3,0,1,5,0.75
100009463,10000946302,2,54,4,8.285714285714285,8,0.3333333333333333,9,4,4.666666666666667,3,2,0,0,2,0.5
100006378,10000637801,2,62,3,9,9,NA,9,3,5,3,1,4,0,6,0
100008379,10000837902,2,70,4,9,8,NA,7,2,4,3,2,4,0,2,0.5
100006828,10000682803,1,17,4,6.571428571428572,8,0,9,4,5,3,1,3,0,5,3.75
100009346,10000934601,2,63,3,7.5,6,NA,5,2,3,3,1,4,0,1,0.25
100006497,10000649702,2,56,3,8.142857142857142,9,0.3333333333333333,9,4,4.666666666666667,3,2,0,0,2,1.9583333730697632
100003469,10000346903,1,15,2,6.75,9,0,5,4,4.333333333333333,3,1,3,0,3,2
100005526,10000552601,2,59,4,7.5,5,NA,5,2,4.666666666666667,3,2,4,0,3,0.75
100006679,10000667901,1,66,3,8.785714285714286,9,0,9,3,3.6666666666666665,3,3,4,0,3,0.5
100009137,10000913701,2,30,4,8.035714285714286,7,0,7,4,5,3,3,1,1,5,1.5
100007242,10000724202,2,72,3,7.5,7,NA,7,4,3,3,1,4,0,4,0.75
100009461,10000946101,1,40,3,5.852380952380952,5,0.3333333333333333,5,3,3.3333333333333335,3,3,0,1,5,0.2916666567325592
100003536,10000353601,1,32,3,7.642857142857142,7,0.3333333333333333,6,4,4.666666666666667,3,2,0,1,6,1.25
100003736,10000373601,2,57,3,6.833333333333333,7,0,7,2,4,3,3,0,0,NA,1
100002116,10000211602,2,22,4,7.833333333333333,5,NA,6,4,4,3,1,5,2,6,0
100007579,10000757903,1,20,4,8,8,NA,8,4,4.666666666666667,3,2,3,0,5,0
100009128,10000912801,2,39,4,6.988095238095238,9,0.3333333333333333,8,3,4.333333333333333,3,3,1,0,6,1.4583333730697632
100005774,10000577401,2,39,3,7.642857142857142,7,0.3333333333333333,7,3,3.6666666666666665,3,1,0,0,6,0.25
100003751,10000375102,1,64,3,9,8,NA,8,2,3,3,1,4,0,3,0
100009365,10000936501,2,53,3,6.6190476190476195,5,0,4,3,3,3,2,0,0,4,1
100009129,10000912902,1,58,3,8,5,0,2,1,2.3333333333333335,3,2,NA,0,6,1
100006749,10000674901,1,32,3,8.107142857142858,7,0,7,3,3.6666666666666665,3,3,1,0,6,1.125
100009132,10000913201,2,70,3,7,5,NA,6,3,3,3,3,4,0,3,0
100001831,10000183102,2,21,3,8.428571428571429,8,0,7,4,5,3,2,3,0,3,2
100004631,10000463101,1,54,3,7,8,0.3333333333333333,8,3,4.333333333333333,3,2,0,0,3,1.5
100005453,10000545301,2,50,3,7.2142857142857135,8,0.3333333333333333,7,3,4.666666666666667,3,2,1,0,5,1.25
100002191,10000219101,1,36,3,4.571428571428571,9,1,8,5,4.333333333333333,3,2,0,2,3,1
100006894,10000689401,1,62,3,8,9,NA,9,3,4.333333333333333,3,3,4,0,6,0
100002971,10000297102,2,49,3,8.285714285714285,8,NA,6,3,4.333333333333333,3,1,0,0,2,1.25
100007355,10000735501,2,31,2,7.583333333333333,7,NA,7,3,4,3,3,5,2,5,0
100007691,10000769101,2,62,3,7.5,8,NA,8,2,3,3,2,4,0,2,0.25
100003674,10000367401,1,40,2,8.642857142857142,5,0,4,3,3.6666666666666665,3,1,0,0,4,0.25
100008725,10000872502,1,44,3,8.5,4,0,7,2,3.3333333333333335,3,2,2,0,1,0
100005627,10000562702,1,40,2,7.238095238095238,7,0.3333333333333333,7,2,4,3,3,0,0,5,1
100002173,10000217302,1,34,4,7.7857142857142865,7,0,8,4,4.666666666666667,3,3,2,0,6,2.5
100008177,10000817702,2,60,4,7.0547619047619055,10,0,10,5,5.333333333333333,3,3,0,0,5,1
100002183,10000218303,2,21,4,7.642857142857142,10,NA,7,5,5,3,2,3,0,5,0.75
100007416,10000741603,1,16,3,7.2857142857142865,8,NA,8,5,4.666666666666667,3,1,3,0,5,2.5
100008559,10000855901,1,75,3,8.416666666666666,9,NA,9,2,4,3,1,4,0,2,0.5
100006991,10000699102,1,23,3,6.630952380952381,8,0.3333333333333333,9,5,5,3,2,0,0,4,0.5833333134651184
100008189,10000818901,1,74,2,7.5,9,NA,8,2,4,3,2,4,0,3,0
100004412,10000441201,2,38,4,8.333333333333334,8,0.3333333333333333,8,4,3.6666666666666665,3,2,1,0,6,2.4583332538604736
100006674,10000667401,2,44,3,7.7857142857142865,8,0.3333333333333333,8,4,4.666666666666667,3,2,0,0,2,0.5
100005286,10000528601,1,26,3,9.452380952380953,8,0,8,4,4,3,2,0,0,3,2.9166667461395264
100009173,10000917301,1,48,3,4.9642857142857135,7,0,8,4,3.6666666666666665,3,1,0,0,4,1.5416666269302368
100001982,10000198201,2,83,2,5,9,NA,9,3,4,3,1,4,0,2,0
100002243,10000224302,1,29,3,6.5,5,0,5,4,3.6666666666666665,3,1,0,0,5,2.25
100003524,10000352401,1,30,3,7.2857142857142865,6,0.3333333333333333,5,3,3.3333333333333335,3,2,0,0,4,1.5
100008777,10000877702,2,68,2,6.166666666666666,9,NA,9,2,4,3,3,4,0,6,0.25
100005617,10000561701,2,52,2,7.821428571428572,5,0.6666666666666666,5,2,2,3,2,0,0,4,2.875
100009177,10000917702,2,45,3,7.428571428571429,10,0,10,3,5,3,1,0,0,5,1.75
100009177,10000917703,2,23,3,6.2142857142857135,7,0.3333333333333333,8,4,6,3,3,0,0,5,2.25
100001889,10000188901,1,69,2,7.916666666666667,7,NA,6,1,1.6666666666666667,3,1,4,0,4,0
100005642,10000564201,2,50,3,8.428571428571429,8,0.3333333333333333,8,3,4,3,2,0,0,6,0.5
100005368,10000536802,2,54,2,7.6071428571428585,3,0,1,2,3,3,2,0,0,3,0.625
100004333,10000433301,2,71,3,9.75,8,NA,8,3,5,3,2,4,0,1,0.25
100009355,10000935501,2,55,4,7.690476190476192,9,0.3333333333333333,9,4,4.333333333333333,3,2,1,0,3,0.375
100005581,10000558101,2,61,2,7.3928571428571415,5,0.3333333333333333,5,2,2.3333333333333335,3,2,0,0,5,0.375
100009181,10000918102,2,37,3,8.095238095238095,6,0.3333333333333333,5,4,2.6666666666666665,3,3,0,0,6,1.8333333730697632
100008987,10000898701,2,73,2,10,0,NA,2,1,1.6666666666666667,3,3,4,0,1,0.5
100009159,10000915902,1,63,4,6.5,8,0,8,3,4,3,3,4,0,5,2
100008482,10000848204,1,23,4,7.345238095238095,8,0.3333333333333333,7,4,4.666666666666667,3,3,0,0,6,2.2083332538604736
100005432,10000543203,2,22,2,7.178571428571428,9,0.6666666666666666,8,3,3.6666666666666665,3,2,0,0,6,0.6666666865348816
100008728,10000872801,2,62,2,7,8,NA,7,2,2,3,2,4,0,1,0
100009183,10000918303,1,21,4,7.583333333333333,8,NA,8,2,4.333333333333333,3,1,3,0,6,1.9583333730697632
100008317,10000831701,2,76,3,8,8,NA,6,2,4,3,1,4,0,1,0
100003175,10000317501,2,64,3,9,5,NA,7,4,3,3,2,4,0,3,0.25
100008878,10000887801,2,40,4,7.642857142857142,9,0,9,4,5,3,2,0,0,6,1.75
100006433,10000643302,2,50,3,7,10,0.3333333333333333,10,4,6,3,3,0,0,6,0
100008721,10000872102,1,45,3,5.928571428571428,8,0.3333333333333333,7,4,4.333333333333333,3,2,0,0,6,0.75
100005378,10000537801,2,55,3,6.892857142857142,9,0.3333333333333333,9,3,5.666666666666667,3,2,0,0,2,2.125
100003132,10000313201,2,68,2,9.333333333333334,8,NA,7,2,3.6666666666666665,3,1,4,0,3,0.25
100009192,10000919201,2,55,3,6.083333333333333,7,0.3333333333333333,7,3,4.333333333333333,3,2,0,0,5,3.2916667461395264
100005338,10000533801,2,29,4,9.071428571428571,8,0.3333333333333333,8,5,4.333333333333333,3,3,1,0,3,0.875
100004947,10000494701,1,35,3,7.452380952380952,7,0,8,4,4,3,3,0,1,6,0.9583333134651184
100002489,10000248901,2,34,3,5.797619047619048,8,0,7,4,4.666666666666667,3,3,0,1,6,1.7916666269302368
100007118,10000711801,2,33,2,7.75,6,NA,3,2,1.6666666666666667,3,1,2,1,6,0.375
100001731,10000173101,2,40,1,6.571428571428572,5,0,NA,2,3,3,1,5,1,1,2
100008331,10000833102,1,77,4,8.25,8,NA,8,3,3,3,1,4,0,2,0
100006248,10000624802,2,49,3,9.142857142857142,10,0.3333333333333333,10,3,5.333333333333333,3,1,1,0,6,0.5
100005435,10000543501,2,35,4,9.964285714285715,7,0.3333333333333333,8,3,4,3,3,1,0,5,1.1666666269302368
100006464,10000646401,1,64,3,6.785714285714286,7,NA,5,2,3.6666666666666665,3,3,4,0,4,0.625
100008187,10000818702,2,30,3,7.2142857142857135,8,0.3333333333333333,8,4,5,3,3,0,0,6,0.7083333134651184
100009214,10000921404,2,24,3,9.333333333333334,7,NA,7,4,4,3,2,5,1,6,0.1666666716337204
100002864,10000286404,1,18,4,6.8571428571428585,6,0,8,2,3.6666666666666665,3,2,0,0,6,3.5
100009219,10000921903,2,17,4,7.9642857142857135,9,NA,8,3,5,3,1,3,0,3,3.4166667461395264
100001232,10000123201,1,70,3,8.166666666666666,8,NA,8,3,3.6666666666666665,3,3,4,0,6,0.15000000596046448
100007235,10000723502,1,51,3,10.107142857142856,7,0.3333333333333333,5,3,2.6666666666666665,3,3,0,0,6,1.3333333730697632
100004917,10000491702,1,28,4,9.333333333333334,5,NA,9,4,5,3,1,4,0,2,1.5416666269302368
100005199,10000519901,2,72,3,6.666666666666667,5,NA,6,2,4,3,1,4,0,NA,0.0833333358168602
100009226,10000922601,1,35,2,8.142857142857142,7,0.3333333333333333,3,2,3,3,3,0,0,6,0.25
100002644,10000264401,2,46,3,7.428571428571429,3,0,8,3,4,3,2,0,0,6,1.75
100001215,10000121501,2,51,4,8.785714285714286,10,0,8,5,4.666666666666667,3,2,0,0,6,0.5
100008965,10000896502,2,68,3,8.5,9,NA,8,3,4,3,1,4,0,1,0
100003199,10000319901,1,46,3,8.083333333333334,8,0.6666666666666666,8,3,4,3,1,0,0,3,2.375
100003265,10000326502,2,57,3,8,8,NA,5,3,4.333333333333333,3,2,NA,0,3,0
100005762,10000576201,2,60,4,6.833333333333333,9,0,5,3,4.666666666666667,3,3,0,0,6,0.9166666865348816
